msg,cat,idx
12 12 12 12 12 1 1 0,1 0 1 1 0,173828
12 12 12 12 12 11 0,1 0 1 1 0,72740
12 12 12 12 5 0,1 0 1 1 0,83675
12 12 12 12 12 1 1 0,1 0 1 1 0,53057
12 12 12 12 12 11 1 0,1 0 1 1 0,61076
12 12 12 12 5 0,1 0 1 1 0,230933
12 12 12 12 12 11 0,1 0 1 1 0,227531
12 12 12 12 12 1 1 0,1 0 1 1 0,180875
12 12 12 12 11 11 0,1 0 1 1 0,93638
12 12 12 12 12 1 1 0,1 0 1 1 0,10775
12 12 12 12 11 11 0,1 0 1 1 0,42365
12 12 12 12 12 1 1 0,1 0 1 1 0,102872
12 12 12 12 12 11 1 0,1 0 1 1 0,184520
12 12 12 12 12 1 1 0,1 0 1 1 0,79058
12 12 12 5 0,1 0 1 1 0,49898
12 12 12 12 11 0,1 0 1 1 0,168482
12 12 12 12 12 1 1 0,1 0 1 1 0,105788
12 12 12 12 11 0,1 0 1 1 0,117209
12 12 12 12 12 11 0,1 0 1 1 0,104330
12 12 12 12 12 11 1 0,1 0 1 1 0,115022
12 12 12 12 12 1 1 0,1 0 1 1 0,16364
12 12 12 5 0,1 0 1 1 0,36047
12 12 12 12 12 1 1 0,1 0 1 1 0,225101
12 12 12 5 0,1 0 1 1 0,32888
12 12 12 5 0,1 0 1 1 0,237980
12 12 12 12 12 1 1 0,1 0 1 1 0,134705
12 12 12 12 12 1 1 0,1 0 1 1 0,140537
12 12 12 12 11 1 0,1 0 1 1 0,9074
12 12 12 12 12 1 1 0,1 0 1 1 0,2513
12 12 12 5 0,1 0 1 1 0,77357
12 12 12 12 12 1 1 0,1 0 1 1 0,176501
12 12 12 12 12 11 11 0,1 0 1 1 0,231905
12 12 12 12 12 11 1 0,1 0 1 1 0,120125
12 12 12 12 11 0,1 0 1 1 0,200072
12 12 12 12 12 1 1 0,1 0 1 1 0,206147
12 12 12 12 12 1 1 0,1 0 1 1 0,148556
12 12 12 12 11 0,1 0 1 1 0,123041
12 12 12 5 0,1 0 1 1 0,150257
12 12 5 0,1 0 1 1 0,202988
12 12 12 12 12 11 1 0,1 0 1 1 0,143696
12 12 5 5 0,1 0 1 1 0,67637
12 12 12 12 12 11 1 0,1 0 1 1 0,242354
12 12 12 12 11 11 0,1 0 1 1 0,93638
12 12 5 0,1 0 1 1 0,154388
12 12 12 12 11 11 0,1 0 1 1 0,223157
12 12 12 12 12 1 1 0,1 0 1 1 0,57431
12 12 12 12 12 1 1 0,1 0 1 1 0,103115
12 12 12 12 12 11 0,1 0 1 1 0,36776
12 12 12 12 12 1 1 0,1 0 1 1 0,204932
12 12 12 12 12 1 1 0,1 0 1 1 0,113321
12 12 12 12 12 1 1 0,1 0 1 1 0,10532
12 12 5 0,1 0 1 1 0,66422
12 12 12 12 12 11 1 0,1 0 1 1 0,221456
12 12 12 12 11 0,1 0 1 1 0,197885
12 12 12 12 11 11 0,1 0 1 1 0,199100
12 12 5 0,1 0 1 1 0,154388
12 12 12 5 0,1 0 1 1 0,18065
12 12 12 12 12 1 1 0,1 0 1 1 0,158519
12 12 12 12 12 11 0,1 0 1 1 0,20252
12 5 5 0,1 0 1 1 0,156575
12 12 12 12 12 11 11 0,1 0 1 1 0,89750
12 12 5 0,1 0 1 1 0,202988
12 5 5 0,1 0 1 1 0,121340
12 12 5 0,1 0 1 1 0,119882
12 12 12 12 12 1 1 0,1 0 1 1 0,79058
12 12 12 12 12 1 1 0,1 0 1 1 0,147827
12 12 12 5 0,1 0 1 1 0,121097
12 12 12 5 0,1 0 1 1 0,209549
12 12 12 12 12 11 0,1 0 1 1 0,37991
12 5 5 0,1 0 1 1 0,203717
12 12 12 12 11 11 0,1 0 1 1 0,162164
12 12 12 5 0,1 0 1 1 0,21710
12 12 5 0,1 0 1 1 0,119882
12 12 12 5 11 0,1 0 1 1 0,53300
12 12 12 12 12 1 1 0,1 0 1 1 0,220727
12 12 12 5 0,1 0 1 1 0,237980
12 12 12 12 12 1 1 0,1 0 1 1 0,150014
12 12 12 12 12 11 0,1 0 1 1 0,107489
12 12 12 12 12 11 1 0,1 0 1 1 0,93395
12 12 5 0,1 0 1 1 0,94853
12 12 12 12 12 11 0,1 0 1 1 0,135434
12 12 12 12 12 11 1 0,1 0 1 1 0,66179
12 12 12 12 12 11 0,1 0 1 1 0,91208
12 12 12 12 5 0,1 0 1 1 0,136649
12 12 12 12 12 1 1 0,1 0 1 1 0,172856
12 12 12 12 11 11 0,1 0 1 1 0,128144
9 4 4 4 4 4 4 4 0,1 0 1 0 1,172860
9 4 4 4 4 4 4 4 0,1 0 1 0 1,101175
9 4 4 4 4 4 4 4 0,1 0 1 0 1,7134
9 9 4 4 4 4 4 4 0,1 0 1 0 1,87
9 4 4 4 4 4 4 4 0,1 0 1 0 1,65211
9 4 4 4 4 4 4 4 0,1 0 1 0 1,63753
9 4 4 4 4 4 4 4 0,1 0 1 0 1,166785
9 4 4 4 4 4 4 4 0,1 0 1 0 1,95586
9 9 4 4 4 4 4 4 0,1 0 1 0 1,178449
9 4 4 4 4 4 4 4 0,1 0 1 0 1,105792
9 9 4 4 4 4 4 4 0,1 0 1 0 1,207852
9 4 4 4 4 4 4 4 0,1 0 1 0 1,164841
9 4 4 4 4 4 4 4 0,1 0 1 0 1,190356
9 4 4 4 4 4 4 4 0,1 0 1 0 1,183309
9 4 4 4 4 4 4 4 0,1 0 1 0 1,239685
9 4 4 4 4 4 4 4 0,1 0 1 0 1,105063
9 4 4 4 4 4 4 4 0,1 0 1 0 1,99960
9 4 4 4 4 4 4 4 0,1 0 1 0 1,83436
9 4 4 4 4 4 4 4 0,1 0 1 0 1,135195
9 4 4 4 4 4 4 4 0,1 0 1 0 1,175776
9 4 4 4 4 4 4 4 0,1 0 1 0 1,156336
9 4 4 4 4 4 4 4 0,1 0 1 0 1,169944
9 9 4 4 4 4 4 4 0,1 0 1 0 1,210282
9 4 4 4 4 4 4 4 0,1 0 1 0 1,217329
9 4 4 4 4 4 4 4 0,1 0 1 0 1,148074
9 4 4 4 4 4 4 4 0,1 0 1 0 1,86595
9 4 4 4 4 4 4 4 0,1 0 1 0 1,114297
9 9 4 4 4 4 4 4 0,1 0 1 0 1,8592
9 4 4 4 4 4 4 4 0,1 0 1 0 1,132036
9 4 4 4 4 4 4 4 0,1 0 1 0 1,80520
9 4 4 4 4 4 4 4 0,1 0 1 0 1,36294
9 4 4 4 4 4 4 4 0,1 0 1 0 1,163626
9 9 4 4 4 4 4 4 0,1 0 1 0 1,211011
9 4 4 4 4 4 4 4 0,1 0 1 0 1,43341
9 4 4 4 4 4 4 4 0,1 0 1 0 1,42612
9 4 4 4 4 4 4 4 0,1 0 1 0 1,19041
9 4 4 4 4 4 4 4 0,1 0 1 0 1,170916
9 4 4 4 4 4 4 4 0,1 0 1 0 1,205422
9 4 4 4 4 4 4 4 0,1 0 1 0 1,146130
9 4 4 4 4 4 4 4 0,1 0 1 0 1,142485
9 9 4 4 4 4 4 4 0,1 0 1 0 1,225591
9 4 4 4 4 4 4 4 0,1 0 1 0 1,98259
9 9 4 4 4 4 4 4 0,1 0 1 0 1,25116
9 4 4 4 4 4 4 4 0,1 0 1 0 1,154392
9 4 4 4 4 4 4 4 0,1 0 1 0 1,110652
9 4 4 4 4 4 4 4 0,1 0 1 0 1,145401
9 4 4 4 4 4 4 4 0,1 0 1 0 1,183309
9 4 4 4 4 4 4 4 0,1 0 1 0 1,193029
9 4 4 4 4 4 4 4 0,1 0 1 0 1,140541
9 4 4 4 4 4 4 4 0,1 0 1 0 1,109437
9 4 4 4 4 4 4 4 0,1 0 1 0 1,156579
12 0,1 0 1 0 1,90240
9 4 4 4 4 4 4 4 0,1 0 1 0 1,98502
9 4 4 4 4 4 4 4 0,1 0 1 0 1,139569
9 4 4 4 4 4 4 4 0,1 0 1 0 1,52089
9 4 4 4 4 4 4 4 0,1 0 1 0 1,122802
9 9 4 4 4 4 4 4 0,1 0 1 0 1,139812
9 4 4 4 4 4 4 4 0,1 0 1 0 1,51846
9 4 4 4 4 4 4 4 0,1 0 1 0 1,166542
9 9 4 4 4 4 4 4 0,1 0 1 0 1,94857
9 9 4 4 4 4 4 4 0,1 0 1 0 1,237255
9 4 4 4 4 4 4 4 0,1 0 1 0 1,5433
9 9 4 4 4 4 4 4 0,1 0 1 0 1,130092
9 9 4 4 4 4 4 4 0,1 0 1 0 1,111381
9 4 4 4 4 4 4 4 0,1 0 1 0 1,77847
9 4 4 4 4 4 4 4 0,1 0 1 0 1,135924
9 4 4 4 4 4 4 4 0,1 0 1 0 1,46257
9 4 4 4 4 4 4 4 0,1 0 1 0 1,97287
9 4 4 4 4 4 4 4 0,1 0 1 0 1,167757
9 4 9 4 4 4 4 4 0,1 0 1 0 1,16125
9 9 4 4 4 4 4 4 0,1 0 1 0 1,229965
9 4 4 4 4 4 4 4 0,1 0 1 0 1,71529
9 4 4 4 4 4 4 4 0,1 0 1 0 1,193515
9 4 4 4 4 4 4 4 0,1 0 1 0 1,217329
9 4 4 4 4 4 4 4 0,1 0 1 0 1,99960
9 4 4 4 4 4 4 4 0,1 0 1 0 1,162654
9 4 4 4 4 4 4 4 0,1 0 1 0 1,146859
9 9 4 4 4 4 4 4 0,1 0 1 0 1,63267
9 4 4 4 4 4 4 4 0,1 0 1 0 1,98016
9 9 9 4 4 4 4 4 0,1 0 1 0 1,91455
9 4 4 4 4 4 4 4 0,1 0 1 0 1,89268
9 9 9 4 4 4 4 4 0,1 0 1 0 1,91455
9 4 4 4 4 4 4 4 0,1 0 1 0 1,144672
9 4 4 4 4 4 4 4 0,1 0 1 0 1,97287
9 9 4 4 4 4 4 4 0,1 0 1 0 1,112110
9 4 4 4 4 4 4 4 0,1 0 1 0 1,84165
9 4 4 4 4 4 4 4 0,1 0 1 0 1,234096
9 4 4 4 4 4 4 4 0,1 0 1 0 1,232638
9 4 4 4 4 4 4 4 0,1 0 1 0 1,51846
9 4 9 4 4 4 4 4 0,1 0 1 0 1,77604
9 4 4 4 4 4 4 4 0,1 0 1 0 1,70557
9 4 4 4 4 4 4 4 0,1 0 1 0 1,53061
9 4 4 4 4 4 4 4 0,1 0 1 0 1,240171
9 4 4 4 4 4 4 4 0,1 0 1 0 1,161682
9 9 4 4 4 4 4 4 0,1 0 1 0 1,10293
9 4 4 4 4 4 4 4 0,1 0 1 0 1,44799
9 9 4 4 4 4 4 4 0,1 0 1 0 1,207852
9 9 4 4 4 4 4 4 0,1 0 1 0 1,202020
9 4 4 4 4 4 4 4 0,1 0 1 0 1,64482
9 4 4 4 4 4 4 4 0,1 0 1 0 1,210768
9 4 4 4 4 4 4 4 0,1 0 1 0 1,78819
9 4 4 4 4 4 4 4 0,1 0 1 0 1,150747
9 9 4 4 4 4 4 4 0,1 0 1 0 1,205908
9 4 4 4 4 4 4 4 0,1 0 1 0 1,237741
9 9 4 4 4 4 4 4 0,1 0 1 0 1,92427
9 9 4 4 4 4 4 4 0,1 0 1 0 1,221217
9 9 4 4 4 4 4 4 0,1 0 1 0 1,207852
9 9 4 4 4 4 4 4 0,1 0 1 0 1,100446
9 4 4 4 4 4 4 4 0,1 0 1 0 1,218787
9 4 4 4 4 4 4 4 0,1 0 1 0 1,183552
9 9 4 4 4 4 4 4 0,1 0 1 0 1,28275
9 4 4 4 4 4 4 4 0,1 0 1 0 1,214899
9 4 4 4 4 4 4 4 0,1 0 1 0 1,68856
9 9 4 4 4 4 4 4 0,1 0 1 0 1,30705
9 9 4 4 4 4 4 4 0,1 0 1 0 1,26817
9 4 4 4 4 4 4 4 0,1 0 1 0 1,96315
9 4 4 4 4 4 4 4 0,1 0 1 0 1,166056
9 4 4 4 4 4 4 4 0,1 0 1 0 1,219273
9 4 4 4 4 4 4 4 0,1 0 1 0 1,113568
9 9 9 4 4 4 4 4 0,1 0 1 0 1,176019
9 9 4 4 4 4 4 4 0,1 0 1 0 1,135681
9 4 4 4 4 4 4 4 0,1 0 1 0 1,93642
9 4 4 4 4 4 4 4 0,1 0 1 0 1,228021
9 4 4 4 4 4 4 4 0,1 0 1 0 1,10536
9 4 4 4 4 4 4 4 0,1 0 1 0 1,227778
9 4 4 4 4 4 4 4 0,1 0 1 0 1,70800
9 4 4 4 4 4 4 4 0,1 0 1 0 1,216843
9 9 4 4 4 4 4 4 0,1 0 1 0 1,234339
9 4 4 4 4 4 4 4 0,1 0 1 0 1,192786
9 4 4 4 4 4 4 4 0,1 0 1 0 1,195216
9 4 4 4 4 4 4 4 0,1 0 1 0 1,144429
9 4 4 4 4 4 4 4 0,1 0 1 0 1,156093
9 4 4 4 4 4 4 4 0,1 0 1 0 1,200319
9 4 4 4 4 4 4 4 0,1 0 1 0 1,182337
9 4 4 4 4 4 4 4 0,1 0 1 0 1,125232
9 4 4 4 4 4 4 4 0,1 0 1 0 1,225834
9 4 4 4 4 4 4 4 0,1 0 1 0 1,235797
9 4 4 4 4 4 4 4 0,1 0 1 0 1,106521
9 4 4 4 4 4 4 4 0,1 0 1 0 1,165813
9 4 4 4 4 4 4 4 0,1 0 1 0 1,58650
9 9 4 4 4 4 4 4 0,1 0 1 0 1,72987
9 4 4 4 4 4 4 4 0,1 0 1 0 1,218058
9 4 4 4 4 4 4 4 0,1 0 1 0 1,121344
9 4 4 4 4 4 4 4 0,1 0 1 0 1,226077
9 4 4 4 4 4 4 4 0,1 0 1 0 1,85137
9 4 4 4 4 4 4 4 0,1 0 1 0 1,138840
9 4 4 4 4 4 4 4 0,1 0 1 0 1,85866
9 4 4 4 4 4 4 4 0,1 0 1 0 1,68613
9 4 4 4 4 4 4 4 0,1 0 1 0 1,195216
9 9 4 4 4 4 4 4 0,1 0 1 0 1,211011
9 9 4 4 4 4 4 4 0,1 0 1 0 1,38724
9 4 4 4 4 4 4 4 0,1 0 1 0 1,56220
9 4 4 4 4 4 4 4 0,1 0 1 0 1,83922
9 4 4 4 4 4 4 4 0,1 0 1 0 1,138354
9 4 4 4 4 4 4 4 0,1 0 1 0 1,222189
9 9 4 4 4 4 4 4 0,1 0 1 0 1,234339
9 4 4 4 4 4 4 4 0,1 0 1 0 1,27060
9 9 4 4 4 4 4 4 0,1 0 1 0 1,158280
9 9 4 4 4 4 4 4 0,1 0 1 0 1,139812
9 4 9 4 4 4 4 4 0,1 0 1 0 1,77604
9 4 4 4 4 4 4 4 0,1 0 1 0 1,209310
9 4 4 4 4 4 4 4 0,1 0 1 0 1,117942
9 9 4 4 4 4 4 4 0,1 0 1 0 1,11751
9 4 4 4 4 4 4 4 0,1 0 1 0 1,36294
9 4 4 4 4 4 4 4 0,1 0 1 0 1,22929
9 9 4 4 4 4 4 4 0,1 0 1 0 1,158280
9 4 4 4 4 4 4 4 0,1 0 1 0 1,200805
9 9 4 4 4 4 4 4 0,1 0 1 0 1,214170
9 9 4 4 4 4 4 4 0,1 0 1 0 1,80763
9 4 4 4 4 4 4 4 0,1 0 1 0 1,206394
9 4 4 4 4 4 4 4 0,1 0 1 0 1,78819
9 4 4 4 4 4 4 4 0,1 0 1 0 1,174804
9 4 4 4 4 4 4 4 0,1 0 1 0 1,49416
9 4 4 4 4 4 4 4 0,1 0 1 0 1,242358
9 4 4 4 4 4 4 4 0,1 0 1 0 1,46986
9 4 4 4 4 4 4 4 0,1 0 1 0 1,151962
9 4 4 4 4 4 4 4 0,1 0 1 0 1,55734
9 4 4 4 4 4 4 4 0,1 0 1 0 1,95586
9 9 4 4 4 4 4 4 0,1 0 1 0 1,40182
9 9 4 4 4 4 4 4 0,1 0 1 0 1,112110
9 4 4 4 4 4 4 4 0,1 0 1 0 1,46014
9 4 4 4 4 4 4 4 0,1 0 1 0 1,39453
9 9 4 4 4 4 4 4 0,1 0 1 0 1,41397
9 4 4 4 4 4 4 4 0,1 0 1 0 1,59622
9 4 4 4 4 4 4 4 0,1 0 1 0 1,171402
9 4 4 4 4 4 4 4 0,1 0 1 0 1,87567
9 4 4 4 4 4 4 4 0,1 0 1 0 1,137382
9 4 4 4 4 4 4 4 0,1 0 1 0 1,186711
9 4 4 4 4 4 4 4 0,1 0 1 0 1,62781
9 4 4 4 4 4 4 4 0,1 0 1 0 1,167757
9 4 4 4 4 4 4 4 0,1 0 1 0 1,220488
9 4 4 4 4 4 4 4 0,1 0 1 0 1,151233
9 4 4 4 4 4 4 4 0,1 0 1 0 1,71043
9 4 4 4 4 4 4 4 0,1 0 1 0 1,173589
9 9 4 4 4 4 4 4 0,1 0 1 0 1,145158
9 4 4 4 4 4 4 4 0,1 0 1 0 1,92670
9 4 4 4 4 4 4 4 0,1 0 1 0 1,173346
9 4 4 4 4 4 4 4 0,1 0 1 0 1,42612
9 4 4 4 4 4 4 4 0,1 0 1 0 1,200805
9 4 4 4 4 4 4 4 0,1 0 1 0 1,215628
9 4 4 4 4 4 4 4 0,1 0 1 0 1,161439
9 4 4 4 4 4 4 4 0,1 0 1 0 1,152934
9 4 4 4 4 4 4 4 0,1 0 1 0 1,36051
9 4 4 4 4 4 4 4 0,1 0 1 0 1,87324
9 4 4 4 4 4 4 4 0,1 0 1 0 1,53547
9 4 4 4 4 4 4 4 0,1 0 1 0 1,142971
9 4 4 4 4 4 4 4 0,1 0 1 0 1,90969
9 4 4 4 4 4 4 4 0,1 0 1 0 1,116484
9 9 4 4 4 4 4 4 0,1 0 1 0 1,37023
9 4 4 4 4 4 4 4 0,1 0 1 0 1,142485
9 4 4 4 4 4 4 4 0,1 0 1 0 1,11508
9 9 9 4 4 4 4 4 0,1 0 1 0 1,176019
9 9 4 4 4 4 4 4 0,1 0 1 0 1,159738
9 4 4 4 4 4 4 4 0,1 0 1 0 1,27060
9 9 4 4 4 4 4 4 0,1 0 1 0 1,198375
9 4 4 4 4 4 4 4 0,1 0 1 0 1,18555
9 4 4 4 4 4 4 4 0,1 0 1 0 1,119886
9 9 4 4 4 4 4 4 0,1 0 1 0 1,103119
9 4 4 4 4 4 4 4 0,1 0 1 0 1,123045
9 4 4 4 4 4 4 4 0,1 0 1 0 1,40668
9 4 4 4 4 4 4 4 0,1 0 1 0 1,177477
9 4 4 4 4 4 4 4 0,1 0 1 0 1,14424
9 9 4 4 4 4 4 4 0,1 0 1 0 1,61566
9 4 4 4 4 4 4 4 0,1 0 1 0 1,235797
9 4 4 4 4 4 4 4 0,1 0 1 0 1,221946
9 4 4 4 4 4 4 4 0,1 0 1 0 1,190113
9 9 4 4 4 4 4 4 0,1 0 1 0 1,37752
9 4 4 4 4 4 4 4 0,1 0 1 0 1,80277
9 4 4 4 4 4 4 4 0,1 0 1 0 1,168729
9 4 4 4 4 4 4 4 0,1 0 1 0 1,146616
9 4 4 4 4 4 4 4 0,1 0 1 0 1,201291
9 4 4 4 4 4 4 4 0,1 0 1 0 1,226077
9 4 4 4 4 4 4 4 0,1 0 1 0 1,104820
9 4 4 4 4 4 4 4 0,1 0 1 0 1,46257
9 9 4 4 4 4 4 4 0,1 0 1 0 1,122559
9 4 4 4 4 4 4 4 0,1 0 1 0 1,144186
9 4 4 4 4 4 4 4 0,1 0 1 0 1,149532
9 4 4 4 4 4 4 4 0,1 0 1 0 1,138840
9 4 4 4 4 4 4 4 0,1 0 1 0 1,114297
9 4 4 4 4 4 4 4 0,1 0 1 0 1,46743
9 4 4 4 4 4 4 4 0,1 0 1 0 1,30219
9 4 4 4 4 4 4 4 0,1 0 1 0 1,214899
9 4 4 4 4 4 4 4 0,1 0 1 0 1,53547
9 9 4 4 4 4 4 4 0,1 0 1 0 1,8592
9 4 4 4 4 4 4 4 0,1 0 1 0 1,125961
1 1 1 0,1 0 1 0 0,68858
1 1 1 0,1 0 1 0 0,178937
1 1 1 0,1 0 1 0 0,29492
1 1 1 0,1 0 1 0 0,177965
1 1 1 0,1 0 1 0 0,78092
1 1 1 0,1 0 1 0 0,150749
1 1 1 0,1 0 1 0 0,196433
1 1 1 0,1 0 1 0 0,124019
1 1 1 0,1 0 1 0 0,41399
1 1 1 0,1 0 1 0 0,211499
1 1 1 0,1 0 1 0 0,174563
1 1 1 0,1 0 1 0 0,107252
1 1 1 0,1 0 1 0 0,68858
1 1 1 0,1 0 1 0 0,237500
1 1 1 0,1 0 1 0 0,51848
1 1 1 0,1 0 1 0 0,6164
9 9 9 9 9 9 0,1 0 1 0 0,85625
1 1 1 0,1 0 1 0 0,206639
9 9 9 9 9 0,1 0 1 0 0,212957
1 1 1 0,1 0 1 0 0,67157
1 1 1 0,1 0 1 0 0,216845
1 1 1 0,1 0 1 0 0,121589
1 1 1 0,1 0 1 0 0,183068
1 1 1 0,1 0 1 0 0,90485
9 9 9 9 9 9 0,1 0 1 0 0,186470
1 1 1 0,1 0 1 0 0,196433
1 1 1 0,1 0 1 0 0,65942
1 1 1 0,1 0 1 0 0,231668
1 1 1 0,1 0 1 0 0,75905
1 1 1 0,1 0 1 0 0,12239
1 1 1 0,1 0 1 0 0,56465
9 9 9 9 9 9 0,1 0 1 0 0,74933
1 1 1 0,1 0 1 0 0,9566
1 1 1 0,1 0 1 0 0,134468
1 4 0,1 0 1 0 0,86597
1 1 1 0,1 0 1 0 0,119888
1 1 1 0,1 0 1 0 0,181610
1 1 1 0,1 0 1 0 0,170918
1 1 1 0,1 0 1 0 0,224621
1 1 1 0,1 0 1 0 0,232397
1 1 1 0,1 0 1 0 0,105308
1 1 1 0,1 0 1 0 0,148076
9 9 9 9 9 9 0,1 0 1 0 0,95588
1 1 1 0,1 0 1 0 0,224621
1 1 1 0,1 0 1 0 0,79307
1 1 1 0,1 0 1 0 0,24389
1 1 1 0,1 0 1 0 0,140300
1 1 1 0,1 0 1 0 0,72746
1 1 1 0,1 0 1 0 0,151235
1 1 1 0,1 0 1 0 0,150506
1 1 1 0,1 0 1 0 0,241388
9 9 9 9 9 9 9 0,1 0 1 0 0,217088
1 1 1 0,1 0 1 0 0,107252
1 1 1 0,1 0 1 0 0,41399
1 1 1 0,1 0 1 0 0,150263
1 1 1 0,1 0 1 0 0,240902
1 1 1 0,1 0 1 0 0,239201
1 1 1 0,1 0 1 0 0,10052
1 1 1 0,1 0 1 0 0,207125
1 1 1 0,1 0 1 0 0,110168
9 9 9 9 9 0,1 0 1 0 0,212957
1 1 1 0,1 0 1 0 0,224621
1 1 1 0,1 0 1 0 0,182825
1 1 1 0,1 0 1 0 0,124991
1 1 1 0,1 0 1 0 0,163385
1 1 1 0,1 0 1 0 0,132767
1 1 1 0,1 0 1 0 0,75905
1 1 1 0,1 0 1 0 0,65942
1 1 1 0,1 0 1 0 0,121103
1 1 1 0,1 0 1 0 0,133253
1 1 1 0,1 0 1 0 0,55736
9 9 9 9 9 9 0,1 0 1 0 0,95588
1 1 1 0,1 0 1 0 0,40913
1 1 1 0,1 0 1 0 0,104822
1 1 1 0,1 0 1 0 0,76634
1 1 1 0,1 0 1 0 0,239201
1 1 1 0,1 0 1 0 0,50876
1 1 1 0,1 0 1 0 0,6164
1 1 1 0,1 0 1 0 0,210527
1 1 1 0,1 0 1 0 0,105794
9 9 9 9 9 9 0,1 0 1 0 0,185984
1 1 1 0,1 0 1 0 0,79307
1 1 1 0,1 0 1 0 0,107252
1 1 1 0,1 0 1 0 0,107252
1 1 1 0,1 0 1 0 0,12239
1 1 1 0,1 0 1 0 0,134468
1 1 1 0,1 0 1 0 0,18557
1 1 1 0,1 0 1 0 0,71774
1 1 1 0,1 0 1 0 0,104093
1 1 1 0,1 0 1 0 0,18800
1 1 1 0,1 0 1 0 0,202508
1 1 1 0,1 0 1 0 0,239201
1 1 1 0,1 0 1 0 0,59381
1 1 1 0,1 0 1 0 0,51848
9 9 9 9 9 9 0,1 0 1 0 0,74933
1 1 1 0,1 0 1 0 0,196433
1 1 1 0,1 0 1 0 0,39212
9 9 9 9 9 9 0,1 0 1 0 0,52577
1 1 1 0,1 0 1 0 0,105794
1 1 1 0,1 0 1 0 0,184769
9 9 9 9 9 9 0,1 0 1 0 0,95588
1 1 1 0,1 0 1 0 0,50876
1 1 1 0,1 0 1 0 0,193274
1 1 1 0,1 0 1 0 0,65456
1 1 1 0,1 0 1 0 0,6164
1 1 1 0,1 0 1 0 0,132767
1 1 1 0,1 0 1 0 0,107738
1 1 1 0,1 0 1 0 0,58652
1 1 1 0,1 0 1 0 0,55736
1 1 1 0,1 0 1 0 0,53792
1 1 1 0,1 0 1 0 0,221705
1 1 1 0,1 0 1 0 0,231182
1 1 1 0,1 0 1 0 0,124019
1 1 1 0,1 0 1 0 0,69587
1 1 1 0,1 0 1 0 0,134468
1 1 1 0,1 0 1 0 0,57194
1 1 1 0,1 0 1 0 0,89513
1 1 1 0,1 0 1 0 0,150749
1 1 1 0,1 0 1 0 0,55250
1 1 1 0,1 0 1 0 0,110168
1 1 1 0,1 0 1 0 0,141272
1 1 1 0,1 0 1 0 0,224621
1 1 1 0,1 0 1 0 0,237500
1 1 1 0,1 0 1 0 0,183311
9 9 9 9 9 9 0,1 0 1 0 0,85625
1 1 1 0,1 0 1 0 0,225836
1 1 1 0,1 0 1 0 0,29249
1 1 1 0,1 0 1 0 0,231182
1 1 1 0,1 0 1 0 0,22445
1 1 1 0,1 0 1 0 0,147104
1 1 1 0,1 0 1 0 0,230696
1 1 1 0,1 0 1 0 0,121832
9 9 9 9 9 9 0,1 0 1 0 0,232640
1 1 1 0,1 0 1 0 0,157553
1 1 1 0,1 0 1 0 0,39212
1 1 1 0,1 0 1 0 0,53792
1 1 1 0,1 0 1 0 0,18071
1 1 1 0,1 0 1 0 0,141272
1 1 1 0,1 0 1 0 0,33866
1 1 1 0,1 0 1 0 0,124991
1 1 1 0,1 0 1 0 0,147104
1 1 1 0,1 0 1 0 0,133253
9 9 9 9 9 9 0,1 0 1 0 0,211985
1 1 1 0,1 0 1 0 0,46988
1 1 1 0,1 0 1 0 0,197891
1 1 1 0,1 0 1 0 0,194489
1 1 1 0,1 0 1 0 0,72017
1 1 1 0,1 0 1 0 0,209555
1 1 1 0,1 0 1 0 0,206639
1 1 1 0,1 0 1 0 0,119888
9 9 9 9 9 9 9 0,1 0 1 0 0,23660
1 1 1 0,1 0 1 0 0,119888
1 1 1 0,1 0 1 0 0,33623
1 1 1 0,1 0 1 0 0,68858
1 1 1 0,1 0 1 0 0,208097
1 1 1 0,1 0 1 0 0,6164
9 9 9 9 9 9 0,1 0 1 0 0,227780
1 1 1 0,1 0 1 0 0,181610
1 1 1 0,1 0 1 0 0,62297
1 1 1 0,1 0 1 0 0,1790
1 1 1 0,1 0 1 0 0,55736
1 1 1 0,1 0 1 0 0,148076
1 1 1 0,1 0 1 0 0,224621
1 1 1 0,1 0 1 0 0,233369
1 1 1 0,1 0 1 0 0,141272
1 1 1 0,1 0 1 0 0,148076
1 1 1 0,1 0 1 0 0,46988
1 1 1 0,1 0 1 0 0,239201
1 1 1 0,1 0 1 0 0,12239
1 1 1 0,1 0 1 0 0,110168
1 1 1 0,1 0 1 0 0,37511
9 9 9 9 9 9 0,1 0 1 0 0,232640
1 1 1 0,1 0 1 0 0,179180
1 1 1 0,1 0 1 0 0,186227
1 1 1 0,1 0 1 0 0,117458
1 1 1 0,1 0 1 0 0,16613
1 1 1 0,1 0 1 0 0,104822
1 1 1 0,1 0 1 0 0,182825
1 1 1 0,1 0 1 0 0,76634
1 1 1 0,1 0 1 0 0,202508
1 1 1 0,1 0 1 0 0,55250
1 1 1 0,1 0 1 0 0,126206
1 1 1 0,1 0 1 0 0,200564
1 1 1 0,1 0 1 0 0,140300
1 1 1 0,1 0 1 0 0,142973
1 1 1 0,1 0 1 0 0,10052
1 1 1 0,1 0 1 0 0,105794
1 1 1 0,1 0 1 0 0,162656
1 1 1 0,1 0 1 0 0,105308
9 0,1 0 1 0 0,126449
1 1 1 0,1 0 1 0 0,114299
1 1 1 0,1 0 1 0 0,180881
